Date,Title,Tickers,Sentiment,Global Sentiment,Pct_Change
2010-01-19,"U.S. Stocks Rise, Health Companies Lead Rally","[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.012499626599363545}
2010-01-19,Treasuries Fall for First Time in Three Days,"[""['^TNX']""]",{'^TNX': 1},1,{'^TNX': 0.00843305166302133}
2010-01-19,Dollar Strengthens Against Major Trading Partners,"[""['UUP']""]",{'UUP': 1},1,{'UUP': 0.003074176048120547}
2010-01-19,S&P 500 Reaches 15-Month High,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.012499626599363545}
2010-01-19,10-Year Treasury Yield Rises to 3.7 Percent,"[""['^TNX']""]",{'^TNX': 1},1,{'^TNX': 0.00843305166302133}
2010-01-19,Dollar Index Rallies 0.5 Percent,"[""['DX-Y.NYB']""]",{'DX-Y.NYB': 1},1,{'DX-Y.NYB': 0.002327991540173713}
2010-01-19,"European Stocks Recover, Dow Jones Stoxx 600 Index Up","[""['^STOXX']""]",{'^STOXX': 1},1,{'^STOXX': 0.007939345410278298}
2010-01-19,U.K. Inflation Rate Sees Record Increase,"[""['ACWI']""]",{'ACWI': 1},1,{'ACWI': 0.011542278104941683}
2010-01-19,Oil Prices Rebound After Five-Day Decline,"[""['CL=F']""]",{'CL=F': 1},1,{'CL=F': 0.013076880039312844}
2010-01-19, Health-Care Stocks Surge on U.S. Political Speculation,"[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.012495209639944882}
2010-01-19, Merck & Co. and Pfizer Inc. Gain Over 2.6 Percent,"[""['MRK', 'PFE']""]","{'MRK': 1, 'PFE': 1}",1,"{'MRK': 0.029136197659817675, 'PFE': 0.026167366862611008}"
2010-01-19," Technology Shares Advance, Ciena Corp. Surges 11 Percent","[""['CIE', 'XLK']""]",{'XLK': 1},1,{'XLK': 0.0172106736424662}
2010-01-19, S&P 500 Earnings Expected to Increase 67 Percent in Q4,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.012499626599363545}
2010-01-19, S&P 500 Valuations Reach Seven-Year High,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.012499626599363545}
2010-01-19, MSCI World Index Companies Trade Near Highest P/E Since 2002,"[""['ACWI']""]",{'ACWI': 1},1,{'ACWI': 0.011542278104941683}
2010-01-19, German Investor Confidence Falls More Than Expected,"[""['EWG']""]",{'EWG': 1},1,{'EWG': 0.0066841835942412775}
2010-01-19," British Pound Strengthens, U.K. Consumer Prices Up 2.9 Percent","[""['GBPUSD=X', 'EWU']""]","{'GBPUSD=X': 0, 'EWU': 1}",1,"{'GBPUSD=X': 0.0002288986766156853, 'EWU': 0.01437995537172676}"
2010-01-19, U.K. Government Bonds Yield Rises After Inflation Report,"[""['EWU']""]",{'EWU': 1},1,{'EWU': 0.01437995537172676}
2010-01-19, Mitsubishi UFJ Financial Group Income from Lending May Slump,"[""['MUFG']""]",{'MUFG': -1},-1,{'MUFG': -0.016363727278771334}
2010-01-19, Shanghai Considers Allowing Individual Overseas Investments,"[""['000001.SS']""]",{'000001.SS': 0},0,{'000001.SS': 0.0030200269956912607}
2010-01-19, Copper Futures Rise on Strong Demand from China,"[""['HG=F', 'MCHI']""]",{'HG=F': 1},1,{'HG=F': 0.024441137615487385}
2010-01-19, Crude Oil Climbs as U.S. Equities Increase,"[""['CL=F', '^GSPC']""]","{'CL=F': 1, '^GSPC': 1}",1,"{'CL=F': 0.013076880039312844, '^GSPC': 0.012499626599363545}"
2010-01-19, U.S. Corporate Bond Default Swaps Index Reaches Two-Week High,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.012499626599363545}
2010-01-20,S&P 500 Drops from 15-Month High Amid China Lending Concerns,"[""['SPY', 'MCHI']""]",{'SPY': -1},-1,{'SPY': -0.010168247041344003}
2010-01-20,Commodities Fall as Dollar and Treasuries Strengthen,"[""['UUP', 'TLT']""]","{'UUP': 1, 'TLT': 1}",1,"{'UUP': 0.012259276348072223, 'TLT': 0.010130096810209821}"
2010-01-20,"Morgan Stanley, CSX Corp., and IBM Quarterly Results Disappoint","[""['MS', 'CSX', 'IBM']""]","{'MS': -1, 'CSX': -1, 'IBM': -1}",-1,"{'MS': -0.017009025634186936, 'CSX': -0.06256183812457428, 'IBM': -0.028999781903629507}"
2010-01-20,Shanghai Composite Index Hits Year's Lowest Level; Bovespa Sees Major Drop,"[""['000001.SS']""]",{'000001.SS': -1},-1,{'000001.SS': -0.029266280457856286}
2010-01-20,Dollar Rises Against All 16 Major Currencies,"[""['UUP']""]",{'UUP': 1},1,{'UUP': 0.012259276348072223}
2010-01-20,10-Year Treasury Yield Decreases to 3.66 Percent,"[""['^TNX']""]",{'^TNX': -1},-1,{'^TNX': -0.012948502037362974}
2010-01-20,Gold and Oil Prices Tumble by at Least 2 Percent,"[""['GLD', 'USO']""]","{'GLD': -1, 'USO': -1}",-1,"{'GLD': -0.02313481240425197, 'USO': -0.02671463928524742}"
2010-01-20,Liu Mingkang Announces Chinese Banks to Reduce Lending,"[""['FXI']""]",{'FXI': -1},-1,{'FXI': -0.0381109794375083}
2010-01-20, Analysts' Forecasts for 67 Percent Profit Increase Questioned After Earnings Season,"[""['ACWI']""]",{'ACWI': -1},-1,{'ACWI': -0.021679723852254806}
2010-01-20, IBM and CSX Corp. Shares Fall Following Revenue Declines,"[""['IBM', 'CSX']""]","{'IBM': -1, 'CSX': -1}",-1,"{'IBM': -0.028999781903629507, 'CSX': -0.06256183812457428}"
2010-01-20, Dollar Strengthens Significantly Against New Zealand Dollar,"[""['UUP', 'EWN']""]","{'UUP': 1, 'EWN': -1}",0,"{'UUP': 0.012259276348072223, 'EWN': -0.02457514478089229}"
2010-01-20, Canadian Dollar Weakens After Consumer Prices Rise,"[""['EWC']""]",{'EWC': -1},-1,{'EWC': -0.022803724235214706}
2010-01-20, Euro Hits Five-Month Low; Greek Bonds Yield Surge,"[""['FXE', 'GREK']""]",{'FXE': -1},-1,{'FXE': -0.01400775092838058}
2010-01-20, IMF and European Commission Express Concern Over Greek Budget Deficit,"[""['EFA']""]",{'EFA': -1},-1,{'EFA': -0.025516400245023996}
2010-01-20, Dow Jones Stoxx 600 Index Suffers Biggest Retreat Since December,"[""['^STOXX']""]",{'^STOXX': -1},-1,{'^STOXX': -0.015215637531952764}
2010-01-20, Credit-Default Swaps Indicate Declining Investor Confidence,"[""['ACWI']""]",{'ACWI': -1},-1,{'ACWI': -0.021679723852254806}
2010-01-20, Petrobras Leads Decline in Brazilian Market Amid China Concerns,"[""['PBR', 'EWZ']""]","{'PBR': -1, 'EWZ': -1}",-1,"{'PBR': -0.032516879978903845, 'EWZ': -0.028947085866429356}"
2010-01-20, Crude Oil and Gold Futures Experience Significant Losses,"[""['CL=F', 'GC=F']""]","{'CL=F': -1, 'GC=F': -1}",-1,"{'CL=F': -0.017716957174880088, 'GC=F': -0.02404132975137585}"
2010-01-20, Copper Futures Mark Largest Drop Since October,"[""['HG=F']""]",{'HG=F': -1},-1,{'HG=F': -0.026476601439959446}
2010-01-20, Energy and Raw-Materials Producers Lead S&P 500 Declines,"[""['XLE', 'XLB', 'SPY']""]","{'XLE': -1, 'XLB': -1, 'SPY': -1}",-1,"{'XLE': -0.015551765338976065, 'XLB': -0.01776341059770692, 'SPY': -0.010168247041344003}"
2010-01-21,S&P 500 and MSCI Emerging Markets Index Suffer Significant Losses,"[""['SPY', 'EEM']""]","{'SPY': -1, 'EEM': -1}",-1,"{'SPY': -0.019229196223473743, 'EEM': -0.030164981377960864}"
2010-01-21,President Obama Proposes Bank Reforms to Limit Risk-Taking,"[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.019229196223473743}
2010-01-21,Financial Sector Hit Hard by Obama's Proposed Banking Restrictions,"[""['XLF']""]",{'XLF': -1},-1,{'XLF': -0.02849585641300567}
2010-01-21,U.S. Treasuries Rise as Investors Seek Safety Amidst Market Volatility,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.01894490338978838}
2010-01-21,"Initial Jobless Claims Increase, Adding Pressure to U.S. Stock Market","[""['ACWI']""]",{'ACWI': -1},-1,{'ACWI': -0.01889433822197384}
2010-01-21,Bank of America and JPMorgan Chase Lead Financials Index Downward,"[""['BAC', 'JPM']""]","{'BAC': -1, 'JPM': -1}",-1,"{'BAC': -0.061855816636629424, 'JPM': -0.06589912865050751}"
2010-01-21,Analysts Predict S&P 500 Earnings Growth Despite Market Challenges,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.01894490338978838}
2010-01-21, U.S. Dollar Strengthens Against Major Currencies Amidst Risk Aversion,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.01894490338978838}
2010-01-21," Gold, Aluminum, and Copper Prices Decline as Commodities Market Slips","[""['GLD', 'JJU', 'JJC']""]",{'GLD': -1},-1,{'GLD': -0.01441159959280014}
2010-01-21, Federal Reserve Bank of Philadelphia's Economic Index Falls Short of Expectations,"[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.019229196223473743}
2010-01-21," Interest-Rate Swap Spreads Widen, Reflecting Increased Market Caution","[""['ACWI']""]",{'ACWI': -1},-1,{'ACWI': -0.01889433822197384}
2010-01-21, Credit-Default Swaps on Goldman Sachs and Morgan Stanley Rise Post-Reform Proposal,"[""['GS', 'MCO']""]","{'GS': -1, 'MCO': 0}",-1,"{'GS': -0.04124207961309767, 'MCO': -0.011219903234126472}"
2010-01-21, Emerging Market Equities Drop in Response to China's Accelerated Growth,"[""['EEM']""]",{'EEM': -1},-1,{'EEM': -0.030164981377960864}
2010-01-21, Crude Oil Prices Fall as U.S. Gasoline Supplies Increase,"[""['CL=F']""]",{'CL=F': -1},-1,{'CL=F': -0.01984025845187387}
2010-01-21, European Shares Drop Following U.S. Market Decline,"[""['^STOXX50E', '^GSPC']""]","{'^STOXX50E': -1, '^GSPC': -1}",-1,"{'^STOXX50E': -0.017618230953036274, '^GSPC': -0.01894490338978838}"
2010-01-22,Global Stocks and Commodities Decline Amid Obama's Banking Proposal and China's Rate Hike Concerns,"[""['ACWI']""]",{'ACWI': -1},-1,{'ACWI': -0.02306219568051382}
2010-01-22,"S&P 500 Suffers 5.1% Three-Day Plunge, Largest Since March Low","[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.022291776476793257}
2010-01-22,European Bank Stocks Hit Six-Month Low as Dow Jones Stoxx 600 Banks Index Drops 1.9%,"[""['^STOXX', '^DJI']""]","{'^STOXX': -1, '^DJI': -1}",-1,"{'^STOXX': -0.011275482302044004, '^DJI': -0.020876027106079165}"
2010-01-22,"MSCI Emerging Markets Index Records 4.7% Weekly Loss, Largest Since October","[""['EEM']""]",{'EEM': -1},-1,{'EEM': -0.02221634953358509}
2010-01-22,U.S. Treasury Yields See Slight Increase Despite Weekly Gain,"[""['^TNX']""]",{'^TNX': 0},0,{'^TNX': -0.003600113881018663}
2010-01-22,Financial Sector Earnings Recovery Threatened by Obama's Banking Plan,"[""['XLF']""]",{'XLF': -1},-1,{'XLF': -0.032742301689434705}
2010-01-22,Uncertainty Over Bernanke's Fed Chair Reconfirmation Adds to Market Losses,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.022140988764300484}
2010-01-22,S&P 500 and Dow Jones Erase 2010 Gains Amid Market Sell-Off,"[""['SPY', 'DIA']""]","{'SPY': -1, 'DIA': -1}",-1,"{'SPY': -0.022291776476793257, 'DIA': -0.020055548644930865}"
2010-01-22,VIX Index Witnesses Largest Three-Day Surge Since 2007,"[""['^VIX']""]",{'^VIX': 1},1,{'^VIX': 0.22631337694569686}
2010-01-22, JPMorgan Chase & Co. and Bank of America Corp. Shares Tumble Over 3.4%,"[""['JPM', 'BAC']""]","{'JPM': -1, 'BAC': -1}",-1,"{'JPM': -0.03403984953879913, 'BAC': -0.036845392520449605}"
2010-01-22, Analysts Predict 114% Earnings Increase for Financial Companies in Q4,"[""['F']""]",{'F': -1},-1,{'F': -0.05903402201464425}
2010-01-22, MSCI World Index Marks Longest Losing Streak in Over a Month,"[""['ACWI']""]",{'ACWI': -1},-1,{'ACWI': -0.02306219568051382}
2010-01-22, U.S. Dollar Weakens Against Euro and Yen After Recent Gains,"[""['^DJI', 'EURUSD=X', 'JPY=X']""]","{'^DJI': -1, 'EURUSD=X': 1, 'JPY=X': -1}",-1,"{'^DJI': -0.020876027106079165, 'EURUSD=X': 0.003125128430804258, 'JPY=X': -0.006449616648088297}"
2010-01-22," Corporate Bond Rally Stalls, Borrowing Costs Rise from Two-Year Lows","[""['AGG']""]",{'AGG': 0},0,{'AGG': 0.0005743865802048109}
2010-01-22, Credit-Default Swaps Indicate Increased Concern Over U.S. Corporate Defaults,"[""['ACWI']""]",{'ACWI': -1},-1,{'ACWI': -0.02306219568051382}
2010-01-22," Emerging Market Stocks Drop, Led by Kazakhstan's KASE Index","[""['EEM', 'KZ']""]",{'EEM': -1},-1,{'EEM': -0.02221634953358509}
2010-01-22, Shanghai Composite Index Down 4.5% for the Year,"[""['000001.SS']""]",{'000001.SS': -1},-1,{'000001.SS': -0.009584190934748271}
2010-01-22," Crude Oil Prices Hit One-Month Low, Gold Futures Fall 1.2%","[""['CL=F', 'GC=F']""]","{'CL=F': -1, 'GC=F': -1}",-1,"{'CL=F': -0.02024186223006552, 'GC=F': -0.012242677607497088}"
2010-01-25,U.S. Stocks Rise Amid Investor Confidence in Bernanke's Reconfirmation as Fed Chair,"[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.0051274585567542275}
2010-01-25,Yen and Dollar Weaken as Investors Shift to Higher-Yielding Currencies,"[""['FXY', 'UUP']""]","{'FXY': -1, 'UUP': 0}",-1,"{'FXY': -0.0039855293054783525, 'UUP': -0.0012998687765328754}"
2010-01-25,Two-Year Treasury Yields Increase as Notes Retreat,"[""['^TNX']""]",{'^TNX': 1},1,{'^TNX': 0.008893847806781041}
2010-01-25,S&P 500 Recovers from Largest Three-Day Decline Since March,"[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.0051274585567542275}
2010-01-25,Hang Seng Index Enters Correction Territory with 10 Percent Loss Since November,"[""['^HSI']""]",{'^HSI': 0},0,{'^HSI': -0.00615785968153959}
2010-01-25,Goldman Sachs and Wells Fargo Shares Climb; AK Steel Surges on Profit Beat,"[""['GS', 'WFC']""]","{'GS': 0, 'WFC': 1}",1,"{'GS': 0.005579865226279512, 'WFC': 0.014673415325321182}"
2010-01-25,Bank of Japan Considers Expanding Loan Program and Government Debt Purchases,"[""['EWJ']""]",{'EWJ': 1},1,{'EWJ': 0.007866682861479735}
2010-01-25,U.S. Corporate Bond Default Swaps Hold Near Six-Week High,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.004598098012701168}
2010-01-25, U.S. Economy Projected to Have Grown at Fastest Rate in Four Years,"[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.0051274585567542275}
2010-01-25, Ericsson AB Profit Plummets by 92 Percent,"[""['ERIC']""]",{'ERIC': 0},0,{'ERIC': -0.0030520782266576507}
2010-01-25, Royal Philips Electronics NV Posts Third Consecutive Quarterly Profit,"[""['PHG']""]",{'PHG': 1},1,{'PHG': 0.07006363947259597}
2010-01-25, Asian Shares Fall; Bank of China and Honda Motor Co. Shares Decline,"[""['^HSI', '601988.SS', 'HMC']""]","{'^HSI': 0, '601988.SS': 0, 'HMC': 0}",0,"{'^HSI': -0.00615785968153959, '601988.SS': -0.0048076595768978825, 'HMC': -0.001424452342194682}"
2010-01-25, MSCI Emerging Markets Index Drops Below One-Month Low,"[""['EEM']""]",{'EEM': 1},1,{'EEM': 0.00732111778399025}
2010-01-25, Copper and Precious Metals Prices Rise in Commodity Markets,"[""['HG=F', 'GLD']""]","{'HG=F': 1, 'GLD': 0}",1,"{'HG=F': 0.013628887147635327, 'GLD': 0.002892648999579084}"
2010-01-25, Crude Oil Rebounds Above $75 a Barrel as Equities Recover,"[""['CL=F']""]",{'CL=F': 1},1,{'CL=F': 0.009659259617115667}
2010-01-26,Stocks and Commodities Fall as Dollar and Treasuries Rise,"[""['SPY', 'DIA', 'QQQ', 'GLD', 'SLV', 'USO', 'UUP', 'TLT']""]","{'SPY': -1, 'DIA': 0, 'QQQ': 0, 'GLD': 0, 'SLV': -1, 'USO': 0, 'UUP': 1, 'TLT': 0}",0,"{'SPY': -0.004190575800295138, 'DIA': -0.00029384491932094026, 'QQQ': 0.0009029528968886869, 'GLD': 0.0007442705541653716, 'SLV': -0.023767060032296894, 'USO': -0.008421661551905046, 'UUP': 0.004338307733782409, 'TLT': 0.0003273088137640823}"
2010-01-26,S&P 500 Drops 0.4 Percent Amid Economic Concerns,"[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.004190575800295138}
2010-01-26,MSCI Asia-Pacific Index Declines for Seventh Consecutive Day,"[""['MSCI']""]",{'MSCI': -1},-1,{'MSCI': -0.030272917453597836}
2010-01-26,U.S. Treasury Yields Near Yearly Low After $44 Billion Auction,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.004203199573680982}
2010-01-26,Standard & Poor's Lowers Outlook on Japan's Credit Rating,"[""['^N225']""]",{'^N225': -1},-1,{'^N225': -0.01782704032839777}
2010-01-26,Verizon Shares Fall 1.7 Percent on Disappointing Quarterly Results,"[""['VZ']""]",{'VZ': -1},-1,{'VZ': -0.016623233757429245}
2010-01-26,"U.S. Consumer Confidence Rises, Exceeding Bloomberg Survey Estimates","[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.004203199573680982}
2010-01-26,Apple and Travelers Stocks Up After Surpassing Quarterly Expectations,"[""['AAPL', 'TRV']""]","{'AAPL': 1, 'TRV': 1}",1,"{'AAPL': 0.014132892048578594, 'TRV': 0.027408745535818513}"
2010-01-26, Federal Reserve Expected to Maintain Interest Rates Near Zero,"[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.004190575800295138}
2010-01-26, S&P 500 Earnings Slump Ends with Projected 73 Percent Profit Increase,"[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.004190575800295138}
2010-01-26, European Governments Face 2.2 Trillion Euro Borrowing in 2010,"[""['VGK']""]",{'VGK': -1},-1,{'VGK': -0.00782181029896234}
2010-01-26, IMF Raises Global Economic Growth Forecast to 3.9 Percent,"[""['ACWI']""]",{'ACWI': 0},0,{'ACWI': -0.006019706938160341}
2010-01-26, Emerging Markets Index Falls; Brazil's Bovespa Down 1.1 Percent,"[""['EEM', 'EWZ']""]","{'EEM': -1, 'EWZ': -1}",-1,"{'EEM': -0.02080196247719457, 'EWZ': -0.015758098693763545}"
2010-01-26, South Korean Won Leads Currency Declines Against Strengthening Dollar,"[""['EWY']""]",{'EWY': -1},-1,{'EWY': -0.025379760057299694}
2010-01-26, Two-Year Treasury Auction Yields Near Record Low,"[""['^TNX']""]",{'^TNX': 0},0,{'^TNX': 0.0}
2010-01-26, Crude Oil and Copper Prices Retreat Amid China's Economic Measures,"[""['CL=F', 'HG=F', 'MCHI']""]","{'CL=F': 0, 'HG=F': -1}",-1,"{'CL=F': -0.007308039279114498, 'HG=F': -0.0162529745077421}"
2010-01-27,U.S. Stocks Rise as Fed Commits to Low Interest Rates,"[""['^GSPC', 'FED']""]",{'^GSPC': 1},1,{'^GSPC': 0.004880152210944955}
2010-01-27,Global Equities Fall for Sixth Consecutive Day,"[""['ACWI']""]",{'ACWI': 0},0,{'ACWI': 0.0}
2010-01-27,Oil Prices Drop to Five-Week Low,"[""['CL=F']""]",{'CL=F': -1},-1,{'CL=F': -0.013920504996278282}
2010-01-27,Yen Weakens Against Major Currencies,"[""['EWJ']""]",{'EWJ': -1},-1,{'EWJ': -0.005917184412796872}
2010-01-27,Dollar Strengthens Amidst Global Financial Concerns,"[""['UUP']""]",{'UUP': 1},1,{'UUP': 0.0034558075379200748}
2010-01-27,Fed Plans to End Mortgage-Backed Securities Purchase Program in March,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.004880152210944955}
2010-01-27,Caterpillar Inc. Shares Fall After Profit Forecast Misses Estimates,"[""['CAT']""]",{'CAT': -1},-1,{'CAT': -0.04315154368362295}
2010-01-27,S&P 500 Ends Earnings Slump with 73% Profit Increase,"[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.004757225475967353}
2010-01-27, U.S. New-Home Purchases Decline to Lowest Since March,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.004880152210944955}
2010-01-27, Analysts Anticipate Central Banks in Emerging Markets to Raise Interest Rates,"[""['EEM']""]",{'EEM': 0},0,{'EEM': -0.0025595453932051315}
2010-01-27, Credit Risk Increases as Investors Seek Protection Against Sovereign Defaults,"[""['ACWI']""]",{'ACWI': 0},0,{'ACWI': 0.0}
2010-01-27, Gasoline Supplies Reach Highest Level Since March 2008,"[""['CL=F']""]",{'CL=F': -1},-1,{'CL=F': -0.013920504996278282}
2010-01-27," European Financial Shares Retreat, Leading Stoxx 600 Index Lower","[""['VGK']""]",{'VGK': 0},0,{'VGK': 0.004048243672882146}
2010-01-27, Asian Stocks Experience Longest Losing Streak Since May 2005,"[""['AAXJ']""]",{'AAXJ': 0},0,{'AAXJ': 0.0026562225228137226}
2010-01-27, Emerging Markets Index Continues Slump Amidst Lending Curbs and Rate Hike Speculations,"[""['EEM']""]",{'EEM': 0},0,{'EEM': -0.0025595453932051315}
2010-01-28,U.S. Stocks Decline as Qualcomm's Forecast Disappoints Investors,"[""['^GSPC', 'QCOM']""]","{'^GSPC': -1, 'QCOM': -1}",-1,"{'^GSPC': -0.011817740959567224, 'QCOM': -0.14237263858809523}"
2010-01-28,Dollar and Short-Term Treasuries Rise on Safety Demand,"[""['UUP', 'SHV']""]","{'UUP': 1, 'SHV': 0}",1,"{'UUP': 0.0017219953963758527, 'SHV': 0.0}"
2010-01-28,"S&P 500 Hits Lowest Since November, Dow Jones Stoxx 600 Falls","[""['SPY', 'DIA']""]","{'SPY': -1, 'DIA': -1}",-1,"{'SPY': -0.011471940162769312, 'DIA': -0.01075240820173029}"
2010-01-28,Dollar Index Reaches Five-Month High Against Major Counterparts,"[""['UUP']""]",{'UUP': 1},1,{'UUP': 0.0017219953963758527}
2010-01-28,Copper Prices Experience Biggest Three-Day Slump in 13 Months,"[""['HG=F']""]",{'HG=F': -1},-1,{'HG=F': -0.038730763154557146}
2010-01-28,"Global Economy Remains Fragile, Earnings Picture Mixed","[""['ACWI']""]",{'ACWI': -1},-1,{'ACWI': -0.016957127316457044}
2010-01-28,MSCI World Index Declines for Seventh Consecutive Day,"[""['ACWI']""]",{'ACWI': -1},-1,{'ACWI': -0.016957127316457044}
2010-01-28,"Euro Weakens Against Major Currencies, Hits Six-Month Low Versus Dollar","[""['EURUSD=X']""]",{'EURUSD=X': -1},-1,{'EURUSD=X': -0.004483596664915046}
2010-01-28, Obama's State of the Union Address Fails to Lift Market Sentiment,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.011817740959567224}
2010-01-28, S&P 500's Biggest Three-Day Tumble Since March 2009,"[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.011471940162769312}
2010-01-28, Senate Moves Closer to Voting on Bernanke's Confirmation,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.011817740959567224}
2010-01-28, Apple Inc. Shares Fall Post-iPad Launch Amid Criticism,"[""['AAPL']""]",{'AAPL': -1},-1,{'AAPL': -0.04132197269506144}
2010-01-28," UK's FTSE 100 Index Drops, Banks No Longer Among Lowest-Risk","[""['EWU']""]",{'EWU': -1},-1,{'EWU': -0.02618435331147617}
2010-01-28, Credit Risk Gauges in U.S. and Europe Reach Seven-Week High,"[""['SPY', 'VGK']""]","{'SPY': -1, 'VGK': -1}",-1,"{'SPY': -0.011471940162769312, 'VGK': -0.024405691769401994}"
2010-01-28, China and U.S. Demand Concerns Drive Down Commodity Prices,"[""['MCHI', 'SPY']""]",{'SPY': -1},-1,{'SPY': -0.011471940162769312}
2010-01-28, Gold Prices Remain Steady Despite Market Volatility,"[""['GLD']""]",{'GLD': 0},0,{'GLD': -0.0004693083914030227}
2010-01-29,U.S. Stocks Decline as Dollar and Treasuries Gain Amid Tech Earnings Concerns,"[""['SPY', 'UUP', 'GOVT']""]","{'SPY': -1, 'UUP': 1}",0,"{'SPY': -0.01086917876259963, 'UUP': 0.00773527787967998}"
